2.641339,323
2.970438,293
3.299777,428
3.300872,705
3.303717,800
3.303728,829
3.304269,1020
3.304281,1001
3.305025,882
3.305037,953
3.305145,903
3.305252,833
3.305767,878
3.305778,941
3.306328,991
3.306340,980
3.306341,913
3.306413,988
3.306955,866
3.306957,907
3.307511,1056
3.307523,870
3.634914,872
3.634916,908
3.635818,877
3.635819,889
3.636362,824
3.636363,983
3.637419,1004
3.637426,939
3.637826,975
3.637827,1037
3.638364,920
3.638365,1047
3.638998,889
3.639007,864
3.639061,835
3.639062,995
3.639479,962
3.639480,1012
3.639488,735
3.972294,229
4.300963,304
4.301361,593
4.732716,249
4.886561,542
5.043008,698
5.043278,638
5.043469,438
5.043803,290
5.084416,307
5.197731,722
5.197743,567
5.197744,217
5.197939,229
5.198076,682
5.198945,445
5.198946,546
5.199020,376
5.352233,352
5.353184,460
12.192580,66
12.202936,66
12.377179,318
12.664863,784
12.986527,274
12.986529,481
12.986530,318
12.986545,288
12.986546,601
12.986547,574
12.986547,566
12.986765,261
13.273610,556
13.273611,316
13.273612,741
13.273623,574
13.273624,677
13.274258,737
13.464900,652
13.559346,403
13.651537,774
13.800033,640
13.840358,665
13.840995,465
13.841870,164
14.027656,395
14.027893,353
14.028096,586
23.943740,273
23.954281,241
25.715130,467
26.043396,778
26.381353,323
26.381354,431
26.711377,498
26.711813,369
26.712846,278
27.040772,301
29.122433,528
29.336588,481
29.506923,238
29.507062,913
29.507063,896
29.507633,892
29.507635,986
29.508063,965
29.508134,999
29.508423,800
29.508424,1051
29.513192,1070
29.513203,939
29.513513,930
29.513514,909
29.513524,890
29.513525,1040
29.514193,1068
29.514204,1031
29.514348,867
29.514435,1009
29.673503,972
29.673505,984
29.674033,830
29.674034,808
29.674274,930
29.674361,1008
29.685156,863
29.685157,828
29.685669,985
29.685686,978
29.686340,927
29.686417,802
29.686583,813
29.686584,1018
29.691593,928
29.691614,816
29.691818,994
29.691819,847
29.691820,498
30.164632,338
31.828701,743
31.828703,271
35.092620,763
35.335964,639
35.358836,855
35.393780,212
35.470917,229
35.532774,623
35.544385,348
35.557639,483
35.604628,176
35.621435,640
35.629978,268
35.629989,559
35.629990,595
35.629991,206
35.629991,289
35.678658,504
35.698132,611
35.718661,745
35.724216,297
35.744765,435
35.815295,174
35.894492,552
35.894494,279
35.900228,369
35.900246,274
35.900247,460
35.900248,459
35.900249,311
35.900318,447
35.975205,182
36.011429,575
36.030368,502
36.047654,275
36.178936,458
36.202877,160
36.248923,215
36.418629,919
36.586445,447
36.760223,699
36.934827,631
36.934836,699
36.934837,494
36.934838,256
36.934840,275
37.110586,392
37.110588,397
37.110679,691
37.157541,550
37.284285,187
37.284287,262
37.510485,453
38.943107,522
39.316023,373
39.884978,225
40.111857,403
40.299601,400
40.304810,1040
40.304820,872
40.306328,1073
40.306347,827
40.307067,999
40.307078,903
40.308378,967
40.308389,997
40.309685,911
40.309686,887
40.310486,1048
40.310562,959
40.311867,1000
40.311878,1025
40.312871,835
40.312881,857
40.314006,830
40.314008,1020
40.492344,894
40.492365,931
40.493246,1039
40.493257,996
40.494208,820
40.494218,836
40.495578,995
40.495589,849
40.496673,1038
40.496683,823
40.497969,1019
40.497980,960
40.499043,860
40.499053,1033
40.500088,1022
40.500099,958
40.501379,808
40.501391,983
40.501706,561
40.731280,723
40.918224,656
46.662648,579
46.675539,386
46.695687,450
46.714161,754
46.733043,288
46.776808,573
46.816527,585
46.818330,943
46.818331,1039
46.818343,934
46.818344,869
46.818345,817
46.818346,908
46.818347,1019
46.818348,841
46.818349,901
46.818350,845
46.818510,967
46.818511,1040
46.818512,1051
46.818513,936
46.818514,983
46.818515,837
46.818516,973
46.818517,903
46.818518,898
46.818609,1016
46.835916,272
46.842928,473
46.845544,972
46.845545,826
46.845980,1026
46.845993,868
46.846425,1026
46.846437,816
46.847147,937
46.847235,1059
46.847441,886
46.847442,902
46.848267,919
46.848269,881
46.848424,845
46.848426,1029
46.849183,825
46.849199,889
46.849906,1074
46.849917,1058
46.850262,1022
46.850274,974
46.882537,278
46.882754,930
