"No.","Time","Source","Destination","Protocol","Length","Info"
"233","03:39:17.304970240","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"234","03:39:17.306261868","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"235","03:39:17.307538165","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"236","03:39:22.104829644","fe80::2860:e0ad:d860:d4d5","ff02::1:2","DHCPv6","126","Solicit XID: 0xece513 CID: 0004bd9e6aedb0d32beabc4c58fa0731f490 "
"237","03:39:22.111374712","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","DHCPv6","133","Advertise XID: 0xece513 CID: 0004bd9e6aedb0d32beabc4c58fa0731f490 "
"238","03:39:24.882295077","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"239","03:39:24.883511294","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"240","03:39:24.884950067","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"241","03:39:27.135379675","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","ICMPv6","86","Neighbor Solicitation for fe80::2860:e0ad:d860:d4d5 from ac:84:c6:4e:78:74"
"242","03:39:27.135403091","fe80::2860:e0ad:d860:d4d5","fe80::ae84:c6ff:fe4e:7874","ICMPv6","78","Neighbor Advertisement fe80::2860:e0ad:d860:d4d5 (sol)"
"243","03:39:28.259254202","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"244","03:39:28.262538038","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"245","03:39:28.264177943","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"246","03:39:32.349364060","fe80::2860:e0ad:d860:d4d5","fe80::ae84:c6ff:fe4e:7874","ICMPv6","86","Neighbor Solicitation for fe80::ae84:c6ff:fe4e:7874 from 98:22:ef:81:a3:7b"
"247","03:39:32.359711259","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","ICMPv6","78","Neighbor Advertisement fe80::ae84:c6ff:fe4e:7874 (rtr, sol)"
"248","03:39:33.381413666","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"249","03:39:33.382695248","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"250","03:39:33.383981461","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"251","03:39:38.091918302","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"252","03:39:38.093375246","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"253","03:39:38.094653670","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"254","03:39:43.007277475","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"255","03:39:43.008526929","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"256","03:39:43.009807046","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"257","03:39:46.693871091","94.130.12.30","192.168.1.103","TLSv1.2","515","Application Data"
"258","03:39:46.693889110","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1367 Ack=3653 Win=64128 Len=0 TSval=2453454423 TSecr=860061934"
"259","03:39:51.164044367","192.168.1.103","94.130.12.30","TLSv1.2","328","Application Data"
"260","03:39:51.405206134","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"261","03:39:51.407271878","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"262","03:39:51.408449592","94.130.12.30","192.168.1.103","TLSv1.2","158","Application Data"
"263","03:39:51.408472075","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1629 Ack=3745 Win=64128 Len=0 TSval=2453459138 TSecr=860063095"
"264","03:39:51.672318573","Tp-LinkT_4e:78:74","LiteonTe_81:a3:7b","ARP","42","Who has 192.168.1.103? Tell 192.168.1.1"
"265","03:39:51.672327959","LiteonTe_81:a3:7b","Tp-LinkT_4e:78:74","ARP","42","192.168.1.103 is at 98:22:ef:81:a3:7b"
"266","03:39:56.011538895","192.168.1.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"267","03:39:59.698285561","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"268","03:39:59.699614507","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"269","03:39:59.700841927","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"270","03:40:05.740105494","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"271","03:40:05.741421242","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"272","03:40:05.742675943","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"273","03:40:10.552944718","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"274","03:40:10.554284889","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"275","03:40:10.555603110","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"276","03:40:19.359139561","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"277","03:40:19.360422096","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"278","03:40:19.361668046","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"279","03:40:27.552428676","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"280","03:40:27.553865720","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"281","03:40:34.924013435","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"282","03:40:34.925230347","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"283","03:40:34.926489779","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"284","03:40:39.020002208","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"285","03:40:39.021290365","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"286","03:40:39.022627178","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"287","03:40:46.701355298","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"288","03:40:46.702560841","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"289","03:40:46.804053384","94.130.12.30","192.168.1.103","TLSv1.2","515","Application Data"
"290","03:40:46.804077785","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1629 Ack=4194 Win=64128 Len=0 TSval=2453514533 TSecr=860076960"
"291","03:40:47.826724655","94.130.12.30","192.168.1.103","TLSv1.2","515","Application Data"
"292","03:40:47.826742161","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1629 Ack=4643 Win=64128 Len=0 TSval=2453515556 TSecr=860077203"
"293","03:40:51.772813626","Tp-LinkT_4e:78:74","LiteonTe_81:a3:7b","ARP","42","Who has 192.168.1.103? Tell 192.168.1.1"
"294","03:40:51.772823003","LiteonTe_81:a3:7b","Tp-LinkT_4e:78:74","ARP","42","192.168.1.103 is at 98:22:ef:81:a3:7b"
"295","03:40:51.965395647","LiteonTe_81:a3:7b","Tp-LinkT_4e:78:74","ARP","42","Who has 192.168.1.1? Tell 192.168.1.103"
"296","03:40:51.970723688","Tp-LinkT_4e:78:74","LiteonTe_81:a3:7b","ARP","42","192.168.1.1 is at ac:84:c6:4e:78:74"
"297","03:41:01.855238325","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"298","03:41:01.856491448","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"299","03:41:01.857738007","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"300","03:41:06.667965860","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"301","03:41:06.669231409","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"302","03:41:06.670571357","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"303","03:41:10.866586000","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"304","03:41:10.867896005","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"305","03:41:10.869146904","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"306","03:41:12.307514118","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"307","03:41:12.312302948","192.168.1.1","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"308","03:41:12.317043267","192.168.1.1","239.255.255.250","SSDP","523","NOTIFY * HTTP/1.1 "
"309","03:41:12.321314623","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"310","03:41:12.325974249","192.168.1.1","239.255.255.250","SSDP","507","NOTIFY * HTTP/1.1 "
"311","03:41:12.330920031","192.168.1.1","239.255.255.250","SSDP","539","NOTIFY * HTTP/1.1 "
"312","03:41:12.335325145","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"313","03:41:12.507980878","192.168.1.1","239.255.255.250","SSDP","459","NOTIFY * HTTP/1.1 "
"314","03:41:12.512309369","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"315","03:41:12.517103612","192.168.1.1","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
"316","03:41:12.521893276","192.168.1.1","239.255.255.250","SSDP","523","NOTIFY * HTTP/1.1 "
"317","03:41:12.526256955","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"318","03:41:12.530834766","192.168.1.1","239.255.255.250","SSDP","507","NOTIFY * HTTP/1.1 "
"319","03:41:12.535723309","192.168.1.1","239.255.255.250","SSDP","539","NOTIFY * HTTP/1.1 "
"320","03:41:12.540080906","192.168.1.1","239.255.255.250","SSDP","468","NOTIFY * HTTP/1.1 "
"321","03:41:12.610853568","192.168.1.1","239.255.255.250","SSDP","527","NOTIFY * HTTP/1.1 "
"322","03:41:12.615656537","192.168.1.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"323","03:41:14.143388979","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"324","03:41:14.144759516","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"325","03:41:14.146071730","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"326","03:41:19.058418835","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"327","03:41:19.059877984","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"328","03:41:19.061089292","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"329","03:41:19.231200032","fe80::2860:e0ad:d860:d4d5","ff02::1:2","DHCPv6","126","Solicit XID: 0xece513 CID: 0004bd9e6aedb0d32beabc4c58fa0731f490 "
"330","03:41:19.238243601","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","DHCPv6","133","Advertise XID: 0xece513 CID: 0004bd9e6aedb0d32beabc4c58fa0731f490 "
"331","03:41:22.232872243","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"332","03:41:22.234214462","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"333","03:41:22.235556421","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"334","03:41:24.283114359","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","ICMPv6","86","Neighbor Solicitation for fe80::2860:e0ad:d860:d4d5 from ac:84:c6:4e:78:74"
"335","03:41:24.283154807","fe80::2860:e0ad:d860:d4d5","fe80::ae84:c6ff:fe4e:7874","ICMPv6","78","Neighbor Advertisement fe80::2860:e0ad:d860:d4d5 (sol)"
"336","03:41:29.341368858","fe80::2860:e0ad:d860:d4d5","fe80::ae84:c6ff:fe4e:7874","ICMPv6","86","Neighbor Solicitation for fe80::ae84:c6ff:fe4e:7874 from 98:22:ef:81:a3:7b"
"337","03:41:29.348062595","fe80::ae84:c6ff:fe4e:7874","fe80::2860:e0ad:d860:d4d5","ICMPv6","78","Neighbor Advertisement fe80::ae84:c6ff:fe4e:7874 (rtr, sol)"
"338","03:41:31.039314013","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"339","03:41:31.040606478","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"340","03:41:31.041841159","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"341","03:41:37.286979974","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"342","03:41:37.288225574","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"343","03:41:43.532050208","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"344","03:41:43.533302335","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"345","03:41:43.534644548","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"346","03:41:44.556412050","94.130.12.30","192.168.1.103","TLSv1.2","515","Application Data"
"347","03:41:44.556431987","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1629 Ack=5092 Win=64128 Len=0 TSval=2453572286 TSecr=860091387"
"348","03:41:46.849462906","94.130.12.30","192.168.1.103","TLSv1.2","515","Application Data"
"349","03:41:46.849481808","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1629 Ack=5541 Win=64128 Len=0 TSval=2453574579 TSecr=860091980"
"350","03:41:47.525583959","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"351","03:41:47.526922217","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"352","03:41:47.528106583","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"353","03:41:49.483651530","Tp-LinkT_4e:78:74","LiteonTe_81:a3:7b","ARP","42","Who has 192.168.1.103? Tell 192.168.1.1"
"354","03:41:49.483661610","LiteonTe_81:a3:7b","Tp-LinkT_4e:78:74","ARP","42","192.168.1.103 is at 98:22:ef:81:a3:7b"
"355","03:41:49.565360474","LiteonTe_81:a3:7b","Tp-LinkT_4e:78:74","ARP","42","Who has 192.168.1.1? Tell 192.168.1.103"
"356","03:41:49.568704154","Tp-LinkT_4e:78:74","LiteonTe_81:a3:7b","ARP","42","192.168.1.1 is at ac:84:c6:4e:78:74"
"357","03:41:50.056617788","192.168.1.103","94.130.12.30","TLSv1.2","328","Application Data"
"358","03:41:50.194005835","94.130.12.30","192.168.1.103","TLSv1.2","158","Application Data"
"359","03:41:50.194031457","192.168.1.103","94.130.12.30","TCP","66","59498  >  443 [ACK] Seq=1891 Ack=5633 Win=64128 Len=0 TSval=2453577923 TSecr=860092817"
"360","03:41:53.875718660","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"361","03:41:53.877746535","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"362","03:42:00.223263161","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"363","03:42:00.224511934","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"364","03:42:00.225724010","fe80::ae84:c6ff:fe4e:7874","ff02::1","ICMPv6","86","Router Advertisement from ac:84:c6:4e:78:74"
"365","03:42:00.632555291","192.168.1.1","224.0.0.1","IGMPv3","50","Membership Query, general"
